Date,Region,Season,Weather_Condition,Area,Area size (km^2),Transect,Personel/Observers,Recorder,Start time,GPS Start E,GPS Start N,GPS End E,GPS End N,End time,Time Frame,Transect length,Time,ALT,GPSE,GPSN,Species,sighting distance,Sighting angle,Transect bearing,Adjusted angles,Perpendicular distance,AbsoluteDistance,Group size,Adult male,Adult females,Juveniles,chicks,Habitat,Activity,Habitat type
12/1/2015,MEIBEI,Dec-Wet,Wet,BAR,,BAR/029e,SIMON,PETER,11:20AM,46936,3708665,47697,3710678,11:55AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/1/2013,MEIBEI,Dec-Wet,Wet,BAR,,BAR/030e,PETER,SIMON,12:40PM,47533,3708182,47965,3706071,2:03PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/1/2015,MEIBEI,Dec-Wet,Wet,BAR,,BAR/034e,PETER,SIMON,10:13AM,51767,3704594,51480,3702454,11:20AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/1-/2015,MEIBEI,Dec-Wet,Wet,BAR,,BAR/035e,PETER,SIMON,11:20AM,53194,3703570,55238,3702886,11:44AM,,4,11:26PM,1254,3703620,53717,OS,23,83,0,83,22.27,22.27,4,,,,,3,H,Partially protected
14/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/010f,SIMON,TEDDY,10:12AM,57815,3710745,58196,3712865,10:55AM,,4,10:39AM,1277,3708423,58236,OST,178,37,98,61,-171.97,171.97,2,1,1,,,3,H,Partially protected
16/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/011f,SIMON,TEDDY,11:09AM,59232,3709191,59382,3711341,11:39AM,,4,11: 15AM,949,3732880,36762,OST,19,51,75,24,-17.21,17.21,1,1,,,,4,H,Partially protected
14/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/012f,PETER,SIMON,1:11PM,100942,3709036,100805,3711189,1:51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/014f,SIMON,PETER,10:22AM,59941,3708671,59748,3706523,11:21AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
16/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/015f,PETER,SIMON,10:11AM,58415,3709939,58119,3707805,11:03AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
16/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/016f,PETER,SIMON,8:56AM,56963,3711409,56885,3709254,9:35AM,,4,11:55AM,1249,3710419,59299,OST,180,244,274,30,-177.85,177.85,4,1,3,,,3,H,Partially protected
16/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/017f,PETER,SIMON,8:55AM,102799,3713561,100964,3714696,9:50AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
16/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/019f,SIMON,PETER,10:36AM,100725,3713172,58919,3714348,11:25AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
20/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/020f,SIMON,PETER,12:46PM,58812,3713381,57116,3714717,1:11PM,,4,,,,,,,,,,,,,,,,e,,,Partially protected
20/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/021f,SIMON,TEDDY,11:50AM,59898,3713120,59642,3710979,12:36PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
20/3/2015,MEIBEI,Feb-Dry,Dry,NK,,NK/022f,PETER,SIMON,12:09PM,101881,3713182,101384,3711085,12:51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/023f,PETER,SIMON,11:28AM,54092,3706365,51930,3706429,12:23pm,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/024f,PETER,SIMON,9:16AM,53332,3704216,51182,3704082,10:01AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/025f,SIMON,PETER,10:17AM,52269,3704297,52635,3702173,11:11AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/026f,SIMON,PETER,9:33AM,50403,3704908,50449,3707065,10:03AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/027f,SIMON,PETER,1:44PM,49449,3705973,49473,3708130,2:13PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/028f,PETER,SIMON,10:21AM,48555,3707683,48993,3709793,10:50AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/029f,SIMON,PETER,11:20AM,46936,3708665,47697,3710678,11:55AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/030f,PETER,SIMON,12:40PM,47533,3708182,47965,3706071,2:03PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/034f,PETER,SIMON,10:13AM,51767,3704594,51480,3702454,11:20AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
,MEIBEI,Feb-Dry,Dry,BAR,,BAR/035f,PETER,SIMON,11:20AM,53194,3703570,55238,3702886,11:44AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
22/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/023g,SIMON,AMOS,9:08AM,54093,3706365,51930,3706429,9:40 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
22/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/024g,SIMON,AMOS,10:05AM,53332,3704214,51182,3704082,10:30 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
23/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/025g,SIMON,AMOS,10:05AM,53332,3704214,51182,3704082,10:30 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
26/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/026g,SIMON,AMOS,12:40AM,53332,3704214,51182,3708130,1:08 PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
25/3/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/027g,SIMON,AMOS,11:12AM,49448,3705974,49473,3708130,11:47AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
25/3/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/028g,SIMON,AMOS,11:57AM,48555,3707683,48993,3709793,12:18PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
24/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/029g,SIMON,AMOS,10:33AM,46936,3708663,47698,3710678,11:02AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
24/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/030g,SIMON,AMOS,9:50AM,46936,3708663,47697,3710678,10:26AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
26/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/034g,SIMON,AMOS,1:30PM,51765,3704593,51480,3702453,1:55PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
23/4/2015,MEIBEI,April-Wet,Wet,BAR,,BAR/035g,SIMON,AMOS,11:06AM,53194,3703570,55238,3702887,11:27 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
27/4/2015/2015,MEIBEI,April-Wet,Wet,NK,,NK/010g,SIMON,AMOS,9:52AM,57816,3710744,58191,3712868,10:37AM,,4,10:34AM,1215,57898,3711006,OST,300,127,98,29,-199.09,199.09,12,4,8,,,3,H,Partially protected
29/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/011g,SIMON,AMOS,9:54AM,59230,3709191,59383,3711341,10:29,,4,10:05AM,1264,59211,3709670,OST,120,202,75,127,116.72,116.72,5,3,2,,,3,H,Partially protected
29/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/011g,SIMON,AMOS,9:54AM,59230,3709191,59383,3711341,11:29,,4,10:12AM,1213,59236,3711342,OST,74,177,90,87,-60.81,60.81,9,2,7,,,3,H,Partially protected
28/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/012g,SIMON,AMOS,9:54AM,100942,3709035,100804,3711186,10:31AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
28/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/014g,SIMON,AMOS,11:40AM,59941,3708672,59748,3706523,12:17PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
28/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/015g,SIMON,AMOS,9:53AM,58415,3709940,58119,3707804,10:43AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
28/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/016g,SIMON,AMOS,9:06 AM,58416,3708958,58119,3707803,9:48AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
1/5/2015,MEIBEI,April-Wet,Wet,NK,,NK/017g,SIMON,AMOS,9:03,102799,3713559,100966,3714696,9:39AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
1/5/2015,MEIBEI,April-Wet,Wet,NK,,NK/019g,SIMON,AMOS,9:54AM,100726,3713171,58920,3714349,10:26AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
27/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/020g,SIMON,AMOS,9:11 AM,58812,3713380,57117,3714177,9:48AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
30/4/2015,MEIBEI,April-Wet,Wet,NK,,NK/021g,SIMON,AMOS,12:05 PM,59895,3713118,59642,3710979,12:36PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
1/5/2015,MEIBEI,April-Wet,Wet,NK,,NK/022g,SIMON,AMOS,9:23AM,101879,3713182,101384,3711084,9:55AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
9/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/023h,SIMON,AMOS,9:08AM,54093,3706365,51930,3706429,9:40 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
9/6/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/024h,SIMON,AMOS,10:05AM,53332,3704214,51182,3704082,10:30 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
10/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/025h,SIMON,AMOS,10:05AM,53332,3704214,51182,3704082,10:30 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
10/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/026h,SIMON,AMOS,12:40AM,53332,3704214,51182,3708130,1:08 PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
9/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/027h,SIMON,AMOS,11:12AM,49448,3705974,49473,3708130,11:47AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
11/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/028h,SIMON,AMOS,11:57AM,48555,3707683,48993,3709793,12:18PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
11/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/029h,SIMON,AMOS,10:33AM,46936,3708663,47698,3710678,11:02AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
7/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/030h,SIMON,AMOS,9:50AM,46936,3708663,47697,3710678,10:26AM,,4,10:01AM,1129,47019,3709409,OST,123,121,272,151,24.86,24.86,12,3,9,,3,,,Partially protected
10/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/034h,SIMON,AMOS,1:30PM,51765,3704593,51480,3702453,1:55PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
7/5/2015,MEIBEI,May-Wet,Wet,BAR,,BAR/035h,SIMON,AMOS,11:06AM,53194,3703570,55238,3702887,11:27 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/010h,SIMON,AMOS,9:52AM,57816,3710744,58191,3712868,10:37AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/011h,SIMON,AMOS,9:54AM,59230,3709191,59383,3711341,10:29,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/012h,SIMON,AMOS,9:54AM,100942,3709035,100804,3711186,10:31AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/014h,SIMON,AMOS,11:40AM,59941,3708672,59748,3706523,12:17PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/015h,SIMON,AMOS,9:53AM,58415,3709940,58119,3707804,10:43AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
8/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/017h,SIMON,AMOS,9:03,102799,3713559,100966,3714696,9:39AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
8/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/019h,SIMON,AMOS,9:54AM,100726,3713171,58920,3714349,10:26AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/020h,SIMON,AMOS,9:11 AM,58812,3713380,57117,3714177,9:48AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/021h,SIMON,AMOS,12:05 PM,59895,3713118,59642,3710979,12:36PM,,4,12:15PM,1224,59749,3711256,0ST,96,94,,94,-23.54,23.54,7,2,5,,3,,,Partially protected
13/5/2015,MEIBEI,May-Wet,Wet,NK,,NK/022h,SIMON,AMOS,9:23AM,101879,3713182,101384,3711084,9:55AM,,4,,,,,,,,,,,,,,,,,,,protected
21/6/2018,SNR,June- Dry,Dry,SNR,,SNR/062a,SIMON,MUTIGA,10:25AM,37076,373744,38966,3737074,11:06AM,,5,,,,,,,,,,,,,,,,,,,protected
21/6/2015,SNR,June- Dry,Dry,SNR,,SNR/064a,SIMON,MUTIGA,9:45AM,36720,3737266,35495,3735617,10:51AM,,4.5,,,,,,,,,,,,,,,,,,,protected
21/6/2016,SNR,June- Dry,Dry,SNR,,SNR/066a,SIMON,MUTIGA,11:09AM,35486,3735485,37402,3735431,11:49AM,,4,,,,,,,,,,,,,,,,,,,protected
21/6/2014,SNR,June- Dry,Dry,SNR,,SNR/068a,SIMON,MUTIGA,12:18PM,35354,3734798,34540,3734128,1:00PM,,4.5,,,,,,,,,,,,,,,,,,,protected
21/6/2017,SNR,June- Dry,Dry,SNR,,SNR/070a,SIMON,MUTIGA,1:08PM,34452,3733396,36551,3732904,1:43PM,,4,,,,,,,,,,,,,,,,,,,protected
22/6/2014,SNR,June- Dry,Dry,SNR,,SNR/074a,SIMON,MUTIGA,11:35AM,34163,3731077,36230,3731687,11:51AM,,4,,,,,,,,,,,,,,,,,,,protected
21/6/2019,SNR,June- Dry,Dry,SNR,,SNR/076a,SIMON,MUTIGA,8:09AM,35695,3729164,37792,3728657,8:33AM,,4,,,,,,,,,,,,,,,,,,,protected
21/6/2020,SNR,June- Dry,Dry,SNR,,SNR/090a,SIMON,MUTIGA,8:47AM,35219,3729715,36675,3731318,9:20AM,,4,,,,,,,,,,,,,,,,,,,protected
22/6/2015,SNR,June- Dry,Dry,SNR,,SNR/091a,SIMON,MUTIGA,9:29AM,36805,3731843,37276,3733949,9:51AM,,4,,,,,,,,,,,,,,,,,,,protected
21/6/2021,SNR,June- Dry,Dry,SNR,,SNR/092a,SIMON,MUTIGA,10:00AM,37718,3734049,39875,3734061,9:28AM,,4,,,,,,,,,,,,,,,,,,,protected
22/6/2016,SNR,June- Dry,Dry,SNR,,SNR/104a,SIMON,MUTIGA,11:323M,34674,3732267,35475,3731683,11:54AM,,2,,,,,,,,,,,,,,,,,,,protected
25/7/2014,SNR,July-Dry,Dry,SNR,,SNR/062b,SIMON,TEDDY,9:06AM,37076,373744,38966,3737074,9:30AM,,5,,,,,,,,,,,,,,,,,,,protected
25/7/2014,SNR,July-Dry,Dry,SNR,,SNR/064,SIMON,TEDDY,9:51AM,36720,3737266,35495,3735617,11:07AM,,4.5,10:23AM,857,35626,373659,,84,280,,,,,6,2,1,3,,2,PA,protected
25/7/2014,SNR,July-Dry,Dry,SNR,,SNR/066,SIMON,TEDDY,11:20AM,35486,3735485,37402,3735431,11:49AM,,4,11:30AM,,35548,3736493,,20,,,,,,6,3,3,,,2,,protected
25/7/2014,SNR,July-Dry,Dry,SNR,,SNR/068b,SIMON,TEDDY,12:08PM,35354,3734798,34540,3734128,1:00PM,,4.5,,,,,,,,,,,,,,,,,,,protected
25/7/2014,SNR,July-Dry,Dry,SNR,,SNR/070b,TEDDY,SIMON,1:07PM,34452,3733396,36551,3732904,1:35PM,,4,,,,,,,,,,,,,,,,,,,protected
26/7/2014,SNR,July-Dry,Dry,SNR,,SNR/074b,SIMON,TEDDY,11:25AM,34163,3731077,36230,3731687,11:45AM,,4,,,,,,,,,,,,,,,,,,,protected
26/7/2014,SNR,July-Dry,Dry,SNR,,SNR/076b,SIMON,TEDDY,8:09AM,35695,3729164,37792,3728657,8:33AM,,4,,,,,,,,,,,,,,,,,,,protected
26/7/2014,SNR,July-Dry,Dry,SNR,,SNR/090b,SIMON,TEDDY,8:47AM,35219,3729715,36675,3731318,9:20AM,,4,,,,,,,,,,,,,,,,,,,protected
26/7/2014,SNR,July-Dry,Dry,SNR,,SNR/091b,SIMON,TEDDY,9:29AM,36805,3731843,37276,3733949,9:51AM,,4,,,,,,,,,,,,,,,,,,,protected
26/7/2014,SNR,July-Dry,Dry,SNR,,SNR/092b,SIMON,TEDDY,10:00AM,37718,3734049,39875,3734061,9:28AM,,4,10:16AM,948,39083,3733965,,100,300,354,54,-55.88,55.88,2,,2,,,3,,protected
12/12/2014,SNR,July-Dry,Dry,SNR,,SNR/104b,SIMON,MUTIGA,11:22AM,34674,3732267,35475,3731683,11:40AM,,2,,,,,,,,,,,,,,,,,,,protected
1/9/2014,SNR,Sept-Dry,Dry,NK,,NK/011c,SIMON,PETER,10:37AM,59230,3709191,59382,3711342,11:07AM,,4,10:30AM,1248,59313,3710604,Ostr,200,20,75,55,-199.95,199.95,3,,3,,,3,H,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/062c,SIMON,MUTIGA,9:06AM,37076,373744,38966,3737074,9:30AM,,5,,,,,,,,,,,,,,,,,,,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/064c,SIMON,MUTIGA,9:51AM,36720,3737266,35495,3735617,11:07AM,,4.5,,,,,,,,,,,,,,,,,,,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/066c,SIMON,MUTIGA,11:20AM,35486,3735485,37402,3735431,11:49AM,,4,,,,,,,,,,,,,,,,,,,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/068c,SIMON,MUTIGA,12:08PM,35354,3734798,34540,3734128,1:00PM,,4.5,12:36AM,,59231,3709191,Ostr,120,320,255,65,99.22,99.22,8,3,5,,,3,H,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/070c,TEDDY,MUTIGA,1:07PM,34452,3733396,36551,3732904,1:35PM,,4,,,,,,,,,,,,,,,,,,,protected
11/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/074c,SIMON,MUTIGA,11:25AM,34163,3731077,36230,3731687,11:45AM,,4,,,,,,,,,,,,,,,,,,,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/076c,SIMON,MUTIGA,8:09AM,35695,3729164,37792,3728657,8:33AM,,4,,,,,,,,,,,,,,,,,,,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/090c,SIMON,MUTIGA,8:47AM,35219,3729715,36675,3731318,9:20AM,,4,,,,,,,,,,,,,,,,,,,protected
11/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/091c,SIMON,MUTIGA,9:29AM,36805,3731843,37276,3733949,9:51AM,,4,,,,,,,,,,,,,,,,,,,protected
10/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/092c,SIMON,MUTIGA,10:00AM,37718,3734049,39875,3734061,9:28AM,,4,,,,,,,,,,,,,,,,,,,protected
11/10/2014,SNR,Sept-Dry,Dry,SNR,,SNR/104c,SIMON,MUTIGA,11:22AM,34674,3732267,35475,3731683,11:40AM,,4,,,,,,,,,,,,,,,,,,,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/062d,SIMON,MUTIGA,10:31AM,37076,373744,38966,3737074,10:45AM,,5,,,34529,3734949,OST,52,220,346,126,17.16,17.16,6,1,1,4,,1,PA,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/064d,SIMON,MUTIGA,9:23AM,36720,3737266,35495,3735617,10:09AM,,4.5,,,,,,,,,,,,,,,,,,,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/066d,SIMON,MUTIGA,11:00AM,35486,3735485,37402,3735431,11:24AM,,4,,,,,,,,,,,,,,,,,,,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/068d,SIMON,MUTIGA,11:46AM,35354,3734798,34540,3734128,11:58AM,,4.5,,,,,,,,,,,,,,,,,,,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/070d,SIMON,MUTIGA,12:11PM,34452,3733396,36551,3732904,12:47PM,,4,,,,,,,,,,,,,,,,,,,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/074d,SIMON,MUTIGA,9:41AM,34163,3731077,36230,3731687,10:21AM,,4,,,,,,,,,,,,,,,,,,,protected
2/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/076d,SIMON,MUTIGA,1:58PM,35695,3729164,37792,3728657,2:12PM,,4,,,,,,,,,,,,,,,,,,,protected
3/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/090d,SIMON,MUTIGA,3:04PM,35219,3729715,36675,3731318,3:30PM,,4,,,,,,,,,,,,,,,,,,,protected
3/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/091d,SIMON,MUTIGA,3:39PM,36805,3731843,37276,3733949,4:03PM,,4,,,,,,,,,,,,,,,,,,,protected
3/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/092d,SIMON,MUTIGA,2:30PM,37718,3734049,39875,3734061,2:56PM,,4,,,,,,,,,,,,,,,,,,,protected
3/12/2014,SNR,Nov-Wet,Wet,SNR,,SNR/104d,SIMON,MUTIGA,11.24 AM,34674,3732267,35475,3731683,11:48AM,,2,,,,,,,,,,,,,,,,,,,protected
11/12/2014,SNR,Dec-Wet,Wet,SNR,,SNR/062e,SIMON,MUTIGA,9:06AM,37076,373744,38966,3737074,9:30AM,,5,,,,,,,,,,,,,,,,,,,protected
11/12/2014,SNR,Dec-Wet,Wet,SNR,,SNR/064e,SIMON,MUTIGA,9:51AM,36720,3737266,35495,3735617,11:07AM,,4.5,,,,,,,,,,,,,,,,,,,protected
